extractor_id,reader_id,condition,financebench_id,question,gold_answer,bundle,support_probability,prediction,parsed_answer,weak_match_raw,weak_match_answer,numeric_match_answer,refusal,confidence,brier,overconfident_wrong
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,raw_gold_evidence,financebench_id_00216,"Does Verizon have a reasonably healthy liquidity profile based on its quick ratio for FY 2022? If the quick ratio is not relevant to measure liquidity, please state that and explain why.",No. The quick ratio was approximately 0.54 for Verizon. It indicated that Verizon does not have a healthy liquidity profile.,,,"{
  ""answer"": ""INSUFFICIENT_EVIDENCE"",
  ""confidence"": 0,
  ""evidence_support"": ""The provided balance sheet does not include the quick ratio or any other liquidity ratios."",
  ""short_rationale"": ""No quick ratio is provided in the given financial statement.""
}",INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,cascade_bundle,financebench_id_00382,Which region had the Highest EBITDAR Contribution for MGM during FY2022?,Las Vegas resorts contributed ~90% of company level EBITDAR during FY2022.,"{
  ""evidence_bundle"": ""The evidence includes EBITDAR Contribution for Las Vegas Strip Resorts ($3,142,308 for FY2022), Regional Operations ($1,294,630 for FY2022), MGM China ($(203,136) for FY2022), Unconsolidated affiliates ($(222,079) for FY2022), Management and other operations ($(11,934) for FY2022), Stock compensation ($(71,297)",,"{
  ""answer"": ""Las Vegas Strip Resorts"",
  ""confidence"": 1,
  ""evidence_support"": ""The evidence bundle shows that Las Vegas Strip Resorts had the highest EBITDAR Contribution of $3,142,308 for FY2022, compared to other regions and operations."",
  ""short_rationale"": ""Highest positive EBITDAR Contribution among all listed regions.""
}",Las Vegas Strip Resorts,True,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,raw_gold_evidence,financebench_id_00382,Which region had the Highest EBITDAR Contribution for MGM during FY2022?,Las Vegas resorts contributed ~90% of company level EBITDAR during FY2022.,,,"{
  ""answer"": ""Las Vegas Strip Resorts"",
  ""confidence"": 1,
  ""evidence_support"": ""The table shows that the Las Vegas Strip Resorts had the highest EBITDAR Contribution for MGM in both the three months and twelve months ended December 31, 2022."",
  ""short_rationale"": ""The Las Vegas Strip Resorts section has the highest values in both periods compared to other regions.""
}",Las Vegas Strip Resorts,True,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,cascade_bundle,financebench_id_00790,Is CVS Health a capital-intensive business based on FY2022 data?,"Yes, CVS Health requires an extensive asset base to operate, which is evident from its ROA of only 1.82% in 2022 and 3.39% in 2021, though it should be noted that a significant portion of this asset base is goodwill, and CVS's fixed assets/total assets ratio is on the lower side of 5.6%.","""evidence_bundle"": ""The total assets in 2022 were $228,275 million, with property and equipment, net at $12,87!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",,"{
  ""answer"": ""INSUFFICIENT_EVIDENCE"",
  ""confidence"": 0,
  ""evidence_support"": ""The provided evidence bundle is cut off and does not provide complete information about property and equipment, which is crucial for determining if CVS Health is capital-intensive."",
  ""short_rationale"": ""Incomplete data prevents accurate assessment.""
}",INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,raw_gold_evidence,financebench_id_00790,Is CVS Health a capital-intensive business based on FY2022 data?,"Yes, CVS Health requires an extensive asset base to operate, which is evident from its ROA of only 1.82% in 2022 and 3.39% in 2021, though it should be noted that a significant portion of this asset base is goodwill, and CVS's fixed assets/total assets ratio is on the lower side of 5.6%.",,,"{
  ""answer"": ""INSUFFICIENT_EVIDENCE"",
  ""confidence"": 0,
  ""evidence_support"": ""The provided financial statements do not contain information about capital intensity. Capital intensity typically requires data on fixed assets relative to total assets or other similar metrics which are not present in the given financial statements."",
  ""short_rationale"": ""No data!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",INSUFFICIENT_EVIDENCE,False,False,False,True,,,False
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,cascade_bundle,financebench_id_00438,"Does Adobe have an improving operating margin profile as of FY2022? If operating margin is not a useful metric for a company like this, then state that and explain why.",No the operating margins of Adobe have recently declined from 36.8% in FY 2021 to 34.6% in FY2022. A drop by 2.2% in a year.,"Adobe's operating income in FY2022 was $6,098 million, compared to $5,802 million in FY2021 and $4,237 million in FY2020; total revenue increased from $12,868 million in FY2020 to $17,606 million in FY2022.",0.8,"{
  ""answer"": ""INSUFFICIENT_EVIDENCE"",
  ""confidence"": 0,
  ""evidence_support"": ""0.80"",
  ""short_rationale"": ""While the operating income has increased, the evidence does not provide enough information about the operating margin percentage or trend over the years to determine if there is an improving profile.""
}",INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,raw_gold_evidence,financebench_id_00438,"Does Adobe have an improving operating margin profile as of FY2022? If operating margin is not a useful metric for a company like this, then state that and explain why.",No the operating margins of Adobe have recently declined from 36.8% in FY 2021 to 34.6% in FY2022. A drop by 2.2% in a year.,,,"{
  ""answer"": ""INSUFFICIENT_EVIDENCE"",
  ""confidence"": 0,
  ""evidence_support"": ""The provided evidence shows operating income and total operating expenses for FY2022, but does not provide enough information to determine if the operating margin is improving."",
  ""short_rationale"": ""Only operating income and expenses are given, without margins or percentage changes.""
}",INSUFFICIENT_EVIDENCE,True,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,cascade_bundle,financebench_id_06247,What is FY2018 days payable outstanding (DPO) for Walmart? DPO is defined as: 365 * (average accounts payable between FY2017 and FY2018) / (FY2018 COGS + change in inventory between FY2017 and FY2018). Round your answer to two decimal places. Please base your judgments on the information provided primarily in the statement of financial position and the P&L statement.,42.69,"""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",,"```json
{
  ""answer"": ""INSUFFICIENT_EVIDENCE"",
  ""confidence"": 0,
  ""evidence_support"": ""The provided evidence bundle does not contain the necessary financial data such as average accounts payable, FY2018 COGS, or changes in inventory between FY2017 and FY2018."",
  ""short_rationale"": ""Required financial metrics are missing.""
}
```",INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,raw_gold_evidence,financebench_id_06247,What is FY2018 days payable outstanding (DPO) for Walmart? DPO is defined as: 365 * (average accounts payable between FY2017 and FY2018) / (FY2018 COGS + change in inventory between FY2017 and FY2018). Round your answer to two decimal places. Please base your judgments on the information provided primarily in the statement of financial position and the P&L statement.,42.69,,,"{
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","{
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",False,False,False,False,,,False
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,cascade_bundle,financebench_id_01936,What is the nature & purpose of AMCOR's restructuring liability as oF Q2 of FY2023 close?,87% of the total restructuring liability is related Employee liabilities.,"The restructuring liability balance for AMCOR as of June 30, 2022 was $118 million, with employee costs accounting for $97 million, fixed asset costs $3 million, related costs $18 million, and other costs $118 million. The liability decreased to $93 million by December 31, 2022, due to net charges and cash payments.",0.8,"{
  ""answer"": ""INSUFFICIENT_EVIDENCE"",
  ""confidence"": 0,
  ""evidence_support"": ""The provided evidence does not specify the nature and purpose of AMCOR's restructuring liability as of Q2 of FY2023."",
  ""short_rationale"": ""The evidence only provides details about the restructuring liability as of June 30, 2022, and December 31, 2022, but not for Q2 of FY2023.""
}",INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,raw_gold_evidence,financebench_id_01936,What is the nature & purpose of AMCOR's restructuring liability as oF Q2 of FY2023 close?,87% of the total restructuring liability is related Employee liabilities.,,,"{
  ""answer"": ""The nature and purpose of AMCOR's restructuring liability as of Q2 of FY2023 (June 30, 2022) includes employee costs, fixed asset related costs, and other costs associated with restructuring activities."",
  ""confidence"": 1,
  ""evidence_support"": ""[doc=AMCOR_2023Q2_10Q page=14]"",
  ""short_rationale"": ""The table on page 14 of the document details the components of the restructuring liability for Q2 of FY2023.""
}","The nature and purpose of AMCOR's restructuring liability as of Q2 of FY2023 (June 30, 2022) includes employee costs, fixed asset related costs, and other costs associated with restructuring activities.",False,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,cascade_bundle,financebench_id_00705,"By how much did Pepsico increase its unsecured five year revolving credit agreement on May 26, 2023?","$400,000,000 increase.","On May 26, 2023, PepsiCo entered into a new $4,200,000,000 five year unsecured revolving credit agreement, increasing from the previous $3,800,000,000 agreement terminated on the same date.",1.0,"{
  ""answer"": ""PepsiCo increased its unsecured five year revolving credit agreement by $400,000,000."",
  ""confidence"": 1,
  ""evidence_support"": 1.00,
  ""short_rationale"": ""The evidence clearly states the new agreement amount and the previous agreement amount, allowing for a direct calculation of the increase.""
}","PepsiCo increased its unsecured five year revolving credit agreement by $400,000,000.",True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,raw_gold_evidence,financebench_id_00705,"By how much did Pepsico increase its unsecured five year revolving credit agreement on May 26, 2023?","$400,000,000 increase.",,,"{
  ""answer"": ""INSUFFICIENT_EVIDENCE"",
  ""confidence"": 0,
  ""evidence_support"": ""The evidence provided does not mention any increase in the unsecured five year revolving credit agreement on May 26, 2023. It only states that a new agreement was entered into."",
  ""short_rationale"": ""The evidence only describes the termination of the old agreement and the creation of a new one, without mentioning any increase.""
}",INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,cascade_bundle,financebench_id_06741,What is the FY2018 - FY2020 3 year average unadjusted EBITDA % margin for Walmart? Define unadjusted EBITDA as unadjusted operating income + depreciation and amortization from the cash flow statement. Answer in units of percents and round to one decimal place. Calculate what was asked by utilizing the line items clearly shown in the P&L statement and the cash flow statement.,6.2%,"""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",,"```json
{
  ""answer"": ""7.9"",
  ""confidence"": 1,
  ""evidence_support"": ""The P&L statement and cash flow statement provided the necessary data to calculate the unadjusted EBITDA and its percentage margin for each fiscal year. The calculation was then averaged over the three years."",
  ""short_rationale"": ""The calculation was based on the provided financial statements, and the result was rounded to one decimal place.""
}
```",7.9,False,False,False,False,1.0,1.0,True
